source,path_or_url,reason
julez64_images_zip,images/small/mantis_cold_front.saffron.jpg,no strict category match
julez64_images_zip,images/small/migraine.jpg,no strict category match
julez64_images_zip,images/small/macaron_antenna.orange.jpg,no strict category match
julez64_images_zip,images/small/hex_tide.cobalt.jpg,no strict category match
julez64_images_zip,images/small/birthday_cake.crimson.jpg,no strict category match
julez64_images_zip,images/small/fire_helmet.lime.jpg,no strict category match
julez64_images_zip,images/small/tsunami_beam.sienna.jpg,no strict category match
julez64_images_zip,images/small/breakout_rlcs.pink.jpg,no strict category match
julez64_images_zip,images/small/mantis_critters.sblue.jpg,no strict category match
julez64_images_zip,images/small/virtual_wave.saffron.jpg,no strict category match
julez64_images_zip,images/small/trahere.cobalt.jpg,no strict category match
julez64_images_zip,images/small/gaiden.sblue.jpg,no strict category match
julez64_images_zip,images/small/breakout_type_s_smored.black.jpg,no strict category match
julez64_images_zip,images/small/hawaiian_lei.saffron.jpg,no strict category match
julez64_images_zip,images/small/trucker_hat.lime.jpg,no strict category match
julez64_images_zip,images/small/breakout_stitches.white.jpg,no strict category match
julez64_images_zip,images/small/reactor.black.jpg,no strict category match
julez64_images_zip,images/small/thread_x2.orange.jpg,no strict category match
julez64_images_zip,images/small/hot_rod.crimson.jpg,no strict category match
julez64_images_zip,images/small/peppermint_wheels.grey.jpg,no strict category match
julez64_images_zip,images/small/breakout_type_s_rlcs.saffron.jpg,no strict category match
julez64_images_zip,images/small/breakout_heiwa.crimson.jpg,no strict category match
julez64_images_zip,images/small/toon_sketch.crimson.jpg,no strict category match
julez64_images_zip,images/small/twinzer_good_shape.lime.jpg,no strict category match
julez64_images_zip,images/small/jager_619_rs.grey.jpg,no strict category match
julez64_images_zip,images/small/mantis_cold_front.white.jpg,no strict category match
julez64_images_zip,images/small/dominus_gt_nntr.crimson.jpg,no strict category match
julez64_images_zip,images/small/drink_helmet.white.jpg,no strict category match
julez64_images_zip,images/small/supernova_iii.white.jpg,no strict category match
julez64_images_zip,images/small/saptarishi.orange.jpg,no strict category match
julez64_images_zip,images/small/invader.lime.jpg,no strict category match
julez64_images_zip,images/small/thread_x2.purple.jpg,no strict category match
julez64_images_zip,images/small/mainframe.sblue.jpg,no strict category match
julez64_images_zip,images/small/little_bow.lime.jpg,no strict category match
julez64_images_zip,images/small/octane_crl_northern.purple.jpg,no strict category match
julez64_images_zip,images/small/datastream.crimson.jpg,no strict category match
julez64_images_zip,images/small/macaron_antenna.crimson.jpg,no strict category match
julez64_images_zip,images/small/octane_slimline.black.jpg,no strict category match
julez64_images_zip,images/small/almas.pink.jpg,no strict category match
julez64_images_zip,images/small/stern.sblue.jpg,no strict category match
julez64_images_zip,images/small/breakout_type_s_smored.sienna.jpg,no strict category match
julez64_images_zip,images/small/jager_619_rs_xvi.sblue.jpg,no strict category match
